2025-12-10T05:07:09.314510 -130.1704101
2025-12-10T05:39:49.928665 flight_mode: 1
2025-12-10T05:39:49.928665 low_power_mode: 0
2025-12-10T05:39:49.929166 status_events: 230
2025-12-10T05:39:49.939444 acceleration: 2.1900
2025-12-10T05:39:49.939944 height_pressure: 27.60
2025-12-10T05:39:49.939944 height_gnss: 17.10
2025-12-10T05:39:49.940444 lat_gnss: -41.2280502
2025-12-10T05:39:49.940946 lon_gnss: 22.6174621
2025-12-10T05:39:49.940946 battery_voltage: 7.03
2025-12-10T05:39:49.944451 rssi: -59.00
2025-12-10T05:39:49.944952 time_since_last_packet: 125
2025-12-10T05:39:50.070710 temperature > 80 C: 65
2025-12-10T05:39:50.071714 subsystem_status: 0
2025-12-10T05:39:50.072213 flight_mode: 0
2025-12-10T05:39:50.072213 low_power_mode: 1
2025-12-10T05:39:50.075733 status_events: 180
2025-12-10T05:39:50.076234 acceleration: 13.5800
2025-12-10T05:39:50.080233 height_pressure: 15.30
2025-12-10T05:39:50.080233 height_gnss: 10.10
2025-12-10T05:39:50.084239 lat_gnss: 84.8537216
2025-12-10T05:39:50.084239 lon_gnss: 48.1076393
2025-12-10T05:39:50.088242 battery_voltage: 6.40
2025-12-10T05:39:50.088242 rssi: -67.00
2025-12-10T05:39:50.088743 time_since_last_packet: 125
2025-12-10T05:39:50.215830 temperature > 80 C: 52
2025-12-10T05:39:50.217324 subsystem_status: 0
2025-12-10T05:39:50.218327 flight_mode: 1
2025-12-10T05:39:50.219825 low_power_mode: 0
2025-12-10T05:39:50.220322 status_events: 104
2025-12-10T05:39:50.223260 acceleration: 12.5600
2025-12-10T05:39:50.223763 height_pressure: 23.50
2025-12-10T05:39:50.223763 height_gnss: 19.70
2025-12-10T05:39:50.227763 lat_gnss: -29.5310096
2025-12-10T05:39:50.227763 lon_gnss: -58.1517906
2025-12-10T05:39:50.231763 battery_voltage: 7.26
2025-12-10T05:39:50.231763 rssi: -78.00
2025-12-10T05:39:50.235269 time_since_last_packet: 125
2025-12-10T05:39:50.361924 temperature > 80 C: 24
2025-12-10T05:39:50.362428 subsystem_status: 5
2025-12-10T05:39:50.362428 flight_mode: 1
2025-12-10T05:39:50.362428 low_power_mode: 0
2025-12-10T05:39:50.362428 status_events: 81
2025-12-10T05:39:50.366933 acceleration: 17.7500
2025-12-10T05:39:50.366933 height_pressure: 12.20
2025-12-10T05:39:50.370933 height_gnss: 7.70
2025-12-10T05:39:50.370933 lat_gnss: -48.1491737
2025-12-10T05:39:50.374938 lon_gnss: 23.4873676
2025-12-10T05:39:50.374938 battery_voltage: 11.55
2025-12-10T05:39:50.375438 rssi: -38.00
2025-12-10T05:39:50.385945 time_since_last_packet: 125
2025-12-10T05:39:50.502142 temperature > 80 C: 37
2025-12-10T05:39:50.506151 subsystem_status: 6
2025-12-10T05:39:50.506650 flight_mode: 0
2025-12-10T05:39:50.506650 low_power_mode: 0
2025-12-10T05:39:50.510150 status_events: 228
2025-12-10T05:39:50.510150 acceleration: 12.7400
2025-12-10T05:39:50.513943 height_pressure: 10.10
2025-12-10T05:39:50.514443 height_gnss: 28.70
2025-12-10T05:39:50.518443 lat_gnss: -12.4699602
2025-12-10T05:39:50.518443 lon_gnss: -8.4094915
2025-12-10T05:39:50.522444 battery_voltage: 9.92
2025-12-10T05:39:50.522444 rssi: -48.00
2025-12-10T05:39:50.522444 time_since_last_packet: 126
2025-12-10T05:39:50.648773 temperature > 80 C: 61
2025-12-10T05:39:50.649277 subsystem_status: 6
2025-12-10T05:39:50.649779 flight_mode: 0
2025-12-10T05:39:50.653787 low_power_mode: 0
2025-12-10T05:39:50.654290 status_events: 133
2025-12-10T05:39:50.657282 acceleration: 14.5100
2025-12-10T05:39:50.657783 height_pressure: 6.60
2025-12-10T05:39:50.657783 height_gnss: 19.10
2025-12-10T05:39:50.661783 lat_gnss: -84.6258010
2025-12-10T05:39:50.661783 lon_gnss: 43.3059272
2025-12-10T05:39:50.665896 battery_voltage: 5.41
2025-12-10T05:39:50.665896 rssi: -95.00
2025-12-10T05:39:50.669395 time_since_last_packet: 126
2025-12-10T05:39:50.795187 temperature > 80 C: 84
2025-12-10T05:39:50.795690 subsystem_status: 7
2025-12-10T05:39:50.796689 flight_mode: 1
2025-12-10T05:39:50.797189 low_power_mode: 1
2025-12-10T05:39:50.797189 status_events: 5
2025-12-10T05:39:50.801191 acceleration: 14.0400
2025-12-10T05:39:50.801191 height_pressure: 12.30
2025-12-10T05:39:50.805096 height_gnss: 7.50
2025-12-10T05:39:50.805096 lat_gnss: -78.2271347
2025-12-10T05:39:50.809096 lon_gnss: -148.5641937
2025-12-10T05:39:50.809596 battery_voltage: 8.77
2025-12-10T05:39:50.809596 rssi: -50.00
2025-12-10T05:39:50.812596 time_since_last_packet: 125
2025-12-10T05:39:50.938989 temperature > 80 C: 68
2025-12-10T05:39:50.939492 subsystem_status: 5
2025-12-10T05:39:50.949731 flight_mode: 1
2025-12-10T05:39:50.950239 low_power_mode: 1
2025-12-10T05:39:50.950239 status_events: 179
2025-12-10T05:39:50.950739 acceleration: 15.1400
2025-12-10T05:39:50.950739 height_pressure: 10.30
2025-12-10T05:39:50.951235 height_gnss: 1.50
2025-12-10T05:39:50.951235 lat_gnss: 37.8192214
2025-12-10T05:39:50.952736 lon_gnss: 28.0745124
2025-12-10T05:39:50.952736 battery_voltage: 7.17
2025-12-10T05:39:50.957257 rssi: -45.00
2025-12-10T05:39:50.957759 time_since_last_packet: 125
2025-12-10T05:39:51.083916 temperature > 80 C: 50
2025-12-10T05:39:51.084416 subsystem_status: 0
2025-12-10T05:39:51.084416 flight_mode: 0
2025-12-10T05:39:51.084917 low_power_mode: 1
2025-12-10T05:39:51.095299 status_events: 148
2025-12-10T05:39:51.095803 acceleration: 5.5800
2025-12-10T05:39:51.095803 height_pressure: 8.10
2025-12-10T05:39:51.096303 height_gnss: 9.00
2025-12-10T05:39:51.096303 lat_gnss: -8.9765682
2025-12-10T05:39:51.096802 lon_gnss: -151.1363983
2025-12-10T05:39:51.099802 battery_voltage: 8.24
2025-12-10T05:39:51.100302 rssi: -36.00
2025-12-10T05:39:51.103811 time_since_last_packet: 125
2025-12-10T05:39:51.230471 temperature > 80 C: 29
2025-12-10T05:39:51.230974 subsystem_status: 4
2025-12-10T05:39:51.230974 flight_mode: 0
2025-12-10T05:39:51.231475 low_power_mode: 0
2025-12-10T05:39:51.231475 status_events: 147
2025-12-10T05:39:51.234979 acceleration: 13.8400
2025-12-10T05:39:51.235480 height_pressure: 5.20
2025-12-10T05:39:51.238980 height_gnss: 12.30
2025-12-10T05:39:51.238980 lat_gnss: 8.0722188
2025-12-10T05:39:51.238980 lon_gnss: -140.8742065
2025-12-10T05:39:51.249986 battery_voltage: 6.32
2025-12-10T05:39:51.250489 rssi: -91.00
2025-12-10T05:39:51.250489 time_since_last_packet: 125
2025-12-10T05:39:51.370611 temperature > 80 C: 81
2025-12-10T05:39:51.371112 subsystem_status: 1
2025-12-10T05:39:51.374120 flight_mode: 1
2025-12-10T05:39:51.374620 low_power_mode: 1
2025-12-10T05:39:51.374620 status_events: 163
2025-12-10T05:39:51.385133 acceleration: 13.9900
2025-12-10T05:39:51.385636 height_pressure: 28.30
2025-12-10T05:39:51.385636 height_gnss: 15.80
2025-12-10T05:39:51.386136 lat_gnss: 23.3394355
2025-12-10T05:39:51.386639 lon_gnss: 0.2461040
2025-12-10T05:39:51.387137 battery_voltage: 8.68
2025-12-10T05:39:51.390636 rssi: -50.00
2025-12-10T05:39:51.391136 time_since_last_packet: 126
2025-12-10T05:39:51.516963 temperature > 80 C: 69
2025-12-10T05:39:51.517470 subsystem_status: 0
2025-12-10T05:39:51.517969 flight_mode: 0
2025-12-10T05:39:51.517969 low_power_mode: 0
2025-12-10T05:39:51.521969 status_events: 184
2025-12-10T05:39:51.521969 acceleration: 3.0700
2025-12-10T05:39:51.526116 height_pressure: 15.50
2025-12-10T05:39:51.526116 height_gnss: 19.80
2025-12-10T05:39:51.530619 lat_gnss: -27.1222324
2025-12-10T05:39:51.531619 lon_gnss: 23.2756595
2025-12-10T05:39:51.534129 battery_voltage: 9.99
2025-12-10T05:39:51.534628 rssi: -67.00
2025-12-10T05:39:51.534628 time_since_last_packet: 125
2025-12-10T05:39:51.661894 temperature > 80 C: 70
2025-12-10T05:39:51.662397 subsystem_status: 4
2025-12-10T05:39:51.662397 flight_mode: 0
2025-12-10T05:39:51.665315 low_power_mode: 0
2025-12-10T05:39:51.665315 status_events: 239
2025-12-10T05:39:51.669315 acceleration: 18.5900
2025-12-10T05:39:51.669815 height_pressure: 26.60
2025-12-10T05:39:51.669815 height_gnss: 19.30
2025-12-10T05:39:51.673319 lat_gnss: -69.0454864
2025-12-10T05:39:51.673822 lon_gnss: 101.9302215
2025-12-10T05:39:51.677322 battery_voltage: 8.11
2025-12-10T05:39:51.677823 rssi: -38.00
2025-12-10T05:39:51.681330 time_since_last_packet: 126
2025-12-10T05:39:51.806316 temperature > 80 C: 24
2025-12-10T05:39:51.806825 subsystem_status: 2
2025-12-10T05:39:51.808823 flight_mode: 0
2025-12-10T05:39:51.809326 low_power_mode: 0
2025-12-10T05:39:51.809825 status_events: 137
2025-12-10T05:39:51.812319 acceleration: 14.0500
2025-12-10T05:39:51.812319 height_pressure: 1.00
2025-12-10T05:39:51.816819 height_gnss: 13.80
2025-12-10T05:39:51.817318 lat_gnss: 15.9706220
2025-12-10T05:39:51.820818 lon_gnss: 162.1652984
2025-12-10T05:39:51.821318 battery_voltage: 8.05
2025-12-10T05:39:51.821318 rssi: -49.00
2025-12-10T05:39:51.824825 time_since_last_packet: 126
2025-12-10T05:39:51.951033 temperature > 80 C: 26
2025-12-10T05:39:51.951932 subsystem_status: 0
2025-12-10T05:39:51.951932 flight_mode: 0
2025-12-10T05:39:51.952538 low_power_mode: 0
2025-12-10T05:39:51.956046 status_events: 203
2025-12-10T05:39:51.956046 acceleration: 5.9800
2025-12-10T05:39:51.960043 height_pressure: 10.90
2025-12-10T05:39:51.960543 height_gnss: 1.50
2025-12-10T05:39:51.964050 lat_gnss: -82.4894180
2025-12-10T05:39:51.964550 lon_gnss: -167.3761444
2025-12-10T05:39:51.968313 battery_voltage: 11.79
2025-12-10T05:39:51.968313 rssi: -66.00
2025-12-10T05:39:51.968313 time_since_last_packet: 126
2025-12-10T05:39:52.093943 temperature > 80 C: 76
2025-12-10T05:39:52.095443 subsystem_status: 6
2025-12-10T05:39:52.095443 flight_mode: 1
2025-12-10T05:39:52.099445 low_power_mode: 0
2025-12-10T05:39:52.099445 status_events: 67
2025-12-10T05:39:52.099948 acceleration: 18.3200
2025-12-10T05:39:52.110455 height_pressure: 22.60
2025-12-10T05:39:52.110957 height_gnss: 22.20
2025-12-10T05:39:52.110957 lat_gnss: 3.6357829
2025-12-10T05:39:52.111458 lon_gnss: -95.5022811
2025-12-10T05:39:52.111458 battery_voltage: 9.59
2025-12-10T05:39:52.111958 rssi: -72.00
2025-12-10T05:39:52.115463 time_since_last_packet: 126
2025-12-10T05:39:52.241330 temperature > 80 C: 81
2025-12-10T05:39:52.241833 subsystem_status: 3
2025-12-10T05:39:52.241833 flight_mode: 1
2025-12-10T05:39:52.252341 low_power_mode: 0
2025-12-10T05:39:52.252845 status_events: 235
2025-12-10T05:39:52.252845 acceleration: 13.0200
2025-12-10T05:39:52.253345 height_pressure: 21.00
2025-12-10T05:39:52.253345 height_gnss: 17.00
2025-12-10T05:39:52.253845 lat_gnss: 12.5682640
2025-12-10T05:39:52.254845 lon_gnss: 138.4695434
2025-12-10T05:39:52.255345 battery_voltage: 9.48
2025-12-10T05:39:52.255845 rssi: -36.00
2025-12-10T05:39:52.259349 time_since_last_packet: 126
2025-12-10T05:39:52.386471 temperature > 80 C: 49
2025-12-10T05:39:52.386973 subsystem_status: 5
2025-12-10T05:39:52.386973 flight_mode: 1
2025-12-10T05:39:52.386973 low_power_mode: 0
2025-12-10T05:39:52.390473 status_events: 46
2025-12-10T05:39:52.390473 acceleration: 6.2000
2025-12-10T05:39:52.394478 height_pressure: 20.80
2025-12-10T05:39:52.394478 height_gnss: 10.60
2025-12-10T05:39:52.394478 lat_gnss: 3.7874429
2025-12-10T05:39:52.398478 lon_gnss: 6.6653809
2025-12-10T05:39:52.398980 battery_voltage: 11.01
2025-12-10T05:39:52.402482 rssi: -56.00
2025-12-10T05:39:52.402482 time_since_last_packet: 125
2025-12-10T05:39:52.528495 temperature > 80 C: 45
2025-12-10T05:39:52.529497 subsystem_status: 6
2025-12-10T05:39:52.529998 flight_mode: 1
2025-12-10T05:39:52.529998 low_power_mode: 1
2025-12-10T05:39:52.533521 status_events: 85
2025-12-10T05:39:52.534023 acceleration: 9.4700
2025-12-10T05:39:52.537685 height_pressure: 17.30
2025-12-10T05:39:52.538185 height_gnss: 1.70
2025-12-10T05:39:52.541768 lat_gnss: -63.8934936
2025-12-10T05:39:52.541768 lon_gnss: -121.1611328
2025-12-10T05:39:52.545776 battery_voltage: 8.77
2025-12-10T05:39:52.546276 rssi: -88.00
2025-12-10T05:39:52.549777 time_since_last_packet: 126
2025-12-10T05:39:52.676416 temperature > 80 C: 36
2025-12-10T05:39:52.676919 subsystem_status: 0
2025-12-10T05:39:52.676919 flight_mode: 0
2025-12-10T05:39:52.676919 low_power_mode: 1
2025-12-10T05:39:52.677419 status_events: 180
2025-12-10T05:39:52.680923 acceleration: 0.8700
2025-12-10T05:39:52.681420 height_pressure: 24.90
2025-12-10T05:39:52.684925 height_gnss: 7.70
2025-12-10T05:39:52.685425 lat_gnss: -84.1564559
2025-12-10T05:39:52.685425 lon_gnss: 79.4536285
2025-12-10T05:39:52.689424 battery_voltage: 6.85
2025-12-10T05:39:52.689424 rssi: -58.00
2025-12-10T05:39:52.693428 time_since_last_packet: 125
2025-12-10T05:39:52.820178 temperature > 80 C: 64
2025-12-10T05:39:52.820681 subsystem_status: 0
2025-12-10T05:39:52.820681 flight_mode: 1
2025-12-10T05:39:52.821181 low_power_mode: 1
2025-12-10T05:39:52.821181 status_events: 37
2025-12-10T05:39:52.824687 acceleration: 1.0900
2025-12-10T05:39:52.825187 height_pressure: 13.70
2025-12-10T05:39:52.828686 height_gnss: 5.80
2025-12-10T05:39:52.828686 lat_gnss: 73.0661468
2025-12-10T05:39:52.832686 lon_gnss: 56.2732353
2025-12-10T05:39:52.832686 battery_voltage: 8.60
2025-12-10T05:39:52.832686 rssi: -55.00
2025-12-10T05:39:52.836692 time_since_last_packet: 125
2025-12-10T05:39:52.962598 temperature > 80 C: 32
2025-12-10T05:39:52.963614 subsystem_status: 2
2025-12-10T05:39:52.963614 flight_mode: 0
2025-12-10T05:39:52.964116 low_power_mode: 0
2025-12-10T05:39:52.967616 status_events: 221
2025-12-10T05:39:52.968117 acceleration: 15.9800
2025-12-10T05:39:52.972117 height_pressure: 25.50
2025-12-10T05:39:52.972117 height_gnss: 18.80
2025-12-10T05:39:52.976121 lat_gnss: -30.2514915
2025-12-10T05:39:52.976121 lon_gnss: 173.1504974
2025-12-10T05:39:52.980122 battery_voltage: 10.51
2025-12-10T05:39:52.980122 rssi: -80.00
2025-12-10T05:39:52.980622 time_since_last_packet: 125
2025-12-10T05:39:53.106831 temperature > 80 C: 86
2025-12-10T05:39:53.107331 subsystem_status: 6
2025-12-10T05:39:53.107331 flight_mode: 1
2025-12-10T05:39:53.111331 low_power_mode: 1
2025-12-10T05:39:53.111830 status_events: 40
2025-12-10T05:39:53.111830 acceleration: 1.1300
2025-12-10T05:39:53.115336 height_pressure: 24.60
2025-12-10T05:39:53.115837 height_gnss: 14.80
2025-12-10T05:39:53.119336 lat_gnss: 82.8563385
2025-12-10T05:39:53.119836 lon_gnss: -14.8274612
2025-12-10T05:39:53.122836 battery_voltage: 10.49
2025-12-10T05:39:53.123839 rssi: -49.00
2025-12-10T05:39:53.127342 time_since_last_packet: 125
2025-12-10T05:39:53.254039 temperature > 80 C: 50
2025-12-10T05:39:53.254538 subsystem_status: 3
2025-12-10T05:39:53.254538 flight_mode: 0
2025-12-10T05:39:53.254538 low_power_mode: 0
2025-12-10T05:39:53.255038 status_events: 154
2025-12-10T05:39:53.258538 acceleration: 10.3300
2025-12-10T05:39:53.259038 height_pressure: 4.50
2025-12-10T05:39:53.262539 height_gnss: 14.30
2025-12-10T05:39:53.262539 lat_gnss: 18.7128963
2025-12-10T05:39:53.267046 lon_gnss: -97.5512466
2025-12-10T05:39:53.267046 battery_voltage: 8.77
2025-12-10T05:39:53.267545 rssi: -98.00
2025-12-10T05:39:53.271045 time_since_last_packet: 125
2025-12-10T05:39:53.396628 temperature > 80 C: 24
2025-12-10T05:39:53.397132 subsystem_status: 3
2025-12-10T05:39:53.398130 flight_mode: 0
2025-12-10T05:39:53.398130 low_power_mode: 0
2025-12-10T05:39:53.402135 status_events: 247
2025-12-10T05:39:53.402135 acceleration: 12.6700
2025-12-10T05:39:53.406141 height_pressure: 10.20
2025-12-10T05:39:53.406141 height_gnss: 19.70
2025-12-10T05:39:53.406641 lat_gnss: 22.7079887
2025-12-10T05:39:53.410141 lon_gnss: -38.1072196
2025-12-10T05:39:53.410641 battery_voltage: 7.83
2025-12-10T05:39:53.414146 rssi: -73.00
2025-12-10T05:39:53.414647 time_since_last_packet: 126
2025-12-10T05:39:53.540586 temperature > 80 C: 75
2025-12-10T05:39:53.541091 subsystem_status: 5
2025-12-10T05:39:53.541091 flight_mode: 1
2025-12-10T05:39:53.545605 low_power_mode: 1
2025-12-10T05:39:53.545605 status_events: 27
2025-12-10T05:39:53.546106 acceleration: 6.7900
2025-12-10T05:39:53.549734 height_pressure: 2.70
2025-12-10T05:39:53.549734 height_gnss: 13.50
2025-12-10T05:39:53.553738 lat_gnss: 64.0280303
2025-12-10T05:39:53.553738 lon_gnss: -83.4870910
2025-12-10T05:39:53.557742 battery_voltage: 11.14
2025-12-10T05:39:53.558242 rssi: -40.00
2025-12-10T05:39:53.561742 time_since_last_packet: 126
2025-12-10T05:39:53.686967 temperature > 80 C: 66
2025-12-10T05:39:53.687474 subsystem_status: 0
2025-12-10T05:39:53.687474 flight_mode: 0
2025-12-10T05:39:53.688971 low_power_mode: 0
2025-12-10T05:39:53.688971 status_events: 202
2025-12-10T05:39:53.692472 acceleration: 17.1500
2025-12-10T05:39:53.692472 height_pressure: 10.70
2025-12-10T05:39:53.697186 height_gnss: 11.00
2025-12-10T05:39:53.697186 lat_gnss: -78.5820007
2025-12-10T05:39:53.701184 lon_gnss: 0.0887710
2025-12-10T05:39:53.701184 battery_voltage: 5.30
2025-12-10T05:39:53.701684 rssi: -64.00
2025-12-10T05:39:53.705190 time_since_last_packet: 125
2025-12-10T05:39:53.831014 temperature > 80 C: 71
2025-12-10T05:39:53.831519 subsystem_status: 3
2025-12-10T05:39:53.832018 flight_mode: 1
2025-12-10T05:39:53.832517 low_power_mode: 0
2025-12-10T05:39:53.832517 status_events: 40
2025-12-10T05:39:53.842875 acceleration: 5.0200
2025-12-10T05:39:53.842875 height_pressure: 20.50
2025-12-10T05:39:53.842875 height_gnss: 17.30
2025-12-10T05:39:53.842875 lat_gnss: 77.9273757
2025-12-10T05:39:53.844491 lon_gnss: -60.2390174
2025-12-10T05:39:53.844491 battery_voltage: 11.66
2025-12-10T05:39:53.848490 rssi: -38.00
2025-12-10T05:39:53.848490 time_since_last_packet: 125
2025-12-10T05:39:53.974225 temperature > 80 C: 33
2025-12-10T05:39:53.975726 subsystem_status: 1
2025-12-10T05:39:53.975726 flight_mode: 0
2025-12-10T05:39:53.976227 low_power_mode: 0
2025-12-10T05:39:53.979726 status_events: 89
2025-12-10T05:39:53.979726 acceleration: 10.9800
2025-12-10T05:39:53.983728 height_pressure: 20.10
2025-12-10T05:39:53.983728 height_gnss: 23.40
2025-12-10T05:39:53.987936 lat_gnss: -8.3520994
2025-12-10T05:39:53.987936 lon_gnss: -2.7533020
2025-12-10T05:39:53.991940 battery_voltage: 8.07
2025-12-10T05:39:53.991940 rssi: -49.00
2025-12-10T05:39:53.992437 time_since_last_packet: 125
2025-12-10T05:39:54.119045 temperature > 80 C: 27
2025-12-10T05:39:54.119045 subsystem_status: 3
2025-12-10T05:39:54.119544 flight_mode: 1
2025-12-10T05:39:54.122544 low_power_mode: 0
2025-12-10T05:39:54.122544 status_events: 181
2025-12-10T05:39:54.127049 acceleration: 0.1100
2025-12-10T05:39:54.127049 height_pressure: 2.90
2025-12-10T05:39:54.127549 height_gnss: 2.40
2025-12-10T05:39:54.131050 lat_gnss: -31.3613948
2025-12-10T05:39:54.131550 lon_gnss: 147.8139953
2025-12-10T05:39:54.135054 battery_voltage: 9.59
2025-12-10T05:39:54.135554 rssi: -98.00
2025-12-10T05:39:54.139054 time_since_last_packet: 125
2025-12-10T05:39:54.264922 temperature > 80 C: 51
2025-12-10T05:39:54.265425 subsystem_status: 4
2025-12-10T05:39:54.266456 flight_mode: 1
2025-12-10T05:39:54.266456 low_power_mode: 1
2025-12-10T05:39:54.266956 status_events: 75
2025-12-10T05:39:54.270474 acceleration: 0.1500
2025-12-10T05:39:54.270971 height_pressure: 27.20
2025-12-10T05:39:54.274480 height_gnss: 23.00
2025-12-10T05:39:54.274980 lat_gnss: 7.0318570
2025-12-10T05:39:54.278480 lon_gnss: 98.0894546
2025-12-10T05:39:54.278980 battery_voltage: 8.97
2025-12-10T05:39:54.278980 rssi: -50.00
2025-12-10T05:39:54.282480 time_since_last_packet: 125
2025-12-10T05:39:54.409266 temperature > 80 C: 49
2025-12-10T05:39:54.409266 subsystem_status: 7
2025-12-10T05:39:54.409767 flight_mode: 0
2025-12-10T05:39:54.409767 low_power_mode: 1
2025-12-10T05:39:54.413764 status_events: 130
2025-12-10T05:39:54.414267 acceleration: 3.2100
2025-12-10T05:39:54.417767 height_pressure: 18.80
2025-12-10T05:39:54.418267 height_gnss: 24.40
2025-12-10T05:39:54.418267 lat_gnss: 53.7930793
2025-12-10T05:39:54.421767 lon_gnss: -149.4753875
2025-12-10T05:39:54.422277 battery_voltage: 10.32
2025-12-10T05:39:54.426778 rssi: -68.00
2025-12-10T05:39:54.427776 time_since_last_packet: 126
2025-12-10T05:39:54.556270 temperature > 80 C: 42
2025-12-10T05:39:54.556774 subsystem_status: 4
2025-12-10T05:39:54.557274 flight_mode: 1
2025-12-10T05:39:54.557274 low_power_mode: 0
2025-12-10T05:39:54.557775 status_events: 34
2025-12-10T05:39:54.558274 acceleration: 12.6400
2025-12-10T05:39:54.561274 height_pressure: 24.10
2025-12-10T05:39:54.561775 height_gnss: 19.80
2025-12-10T05:39:54.565792 lat_gnss: 20.7799415
2025-12-10T05:39:54.566287 lon_gnss: 138.3787994
2025-12-10T05:39:54.569786 battery_voltage: 5.85
2025-12-10T05:39:54.569786 rssi: -71.00
2025-12-10T05:39:54.573493 time_since_last_packet: 126
2025-12-10T05:39:54.699002 temperature > 80 C: 50
2025-12-10T05:39:54.699504 subsystem_status: 7
2025-12-10T05:39:54.699504 flight_mode: 1
2025-12-10T05:39:54.700504 low_power_mode: 0
2025-12-10T05:39:54.700504 status_events: 104
2025-12-10T05:39:54.704523 acceleration: 7.3400
